Line 31470:	<s>अन्य</s> ¦	 [<ab>cf.</ab> <ab>Zd.</ab> <etym>anya</etym>; <ab>Armen.</ab> <etym>ail</etym>; <ab>Lat.</ab> <etym>alius</etym>; <ab>Goth.</ab> <etym>aljis</etym>, Theme <etym>alja</etym>; <ab>Gk.</ab> <lang n="greek">ἄλλος</lang> for <lang n="greek">ἄλγο-ς</lang>; <ab>cf.</ab> also <lang n="greek">ἔνιοι</lang>].	||	 ([<ab>cf.</ab> <ab>Zd.</ab> <lang>anya</lang>; <ab>Armen.</ab> <lang>ail</lang>; <ab>Lat.</ab> <lang>alius</lang>; <ab>Goth.</ab> <lang>aljis</lang>, Theme <lang>alja</lang>; <ab>Gk.</ab> <lang>ἄλλος</lang> for <lang>ἄλγο-ς</lang>; <ab>cf.</ab> also <lang>ἔνιοι</lang>]).	||
Line 32994:	¦	 the star <lang n="greek">δ</lang> Virginis<info lex="inh"/>	||	 the star <lang>δ</lang> Virginis	||
Line 33000:	<s>अप्</s> ¦	 [<ab>cf.</ab> <ab>Lat.</ab> <etym>agua</etym>; <ab>Goth.</ab> <etym>ahva</etym>, ‘a river’; Old <ab>Germ.</ab> <etym>aha</etym>, and <etym>affa</etym> at the end of compounds; <ab>Lith.</ab> <etym>uppê</etym>, ‘a river’; perhaps <ab>Lat.</ab> <etym>amnis</etym>, ‘a river’, for <etym>apnis</etym> <ab>cf.</ab> also <lang n="greek">ἀφρός</lang>]	||	 [<ab>cf.</ab> <ab>Lat.</ab> <lang>agua</lang>; <ab>Goth.</ab> <lang>ahva</lang>, “a river”; Old <ab>Germ.</ab> <lang>aha</lang>, and <lang>affa</lang> at the end of compounds; <ab>Lith.</ab> <lang>uppê</lang>, “a river”; perhaps <ab>Lat.</ab> <lang>amnis</lang>, “a river”, for <lang>apnis</lang> <ab>cf.</ab> also <lang>ἀφρός</lang>]	||
Line 33111:	<s>अप</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἀπό</lang>; <ab>Lat.</ab> <etym>ab</etym>; <ab>Goth.</ab> <etym>af</etym>; <ab>Eng.</ab> <etym>of</etym>].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἀπό</lang>; <ab>Lat.</ab> <lang>ab</lang>; <ab>Goth.</ab> <lang>af</lang>; <ab>Eng.</ab> <lang>of</lang>]).	||
Line 33728:	<hom>3.</hom> <s>अ/प-चिति</s> ¦	 <lex>f.</lex> (= <lang n="greek">ἀπότισις</lang>, √ <hom>3.</hom> <s>चि</s>), compensation, either recompense ([<ls>TS.</ls> &c.]) or retaliation, revenge, punishing, <ls>RV. iv, 28, 4,</ls> &c.<info lex="f"/>	||	 (= <lang>ἀπότισις</lang>, √3. <s>चि</s>), compensation, either recompense ([<ls>TS.</ls> &c.]) or retaliation, revenge, punishing, <ls>RV. iv, 28, 4, &c.</ls>	||
Line 37564:	<s>अपि</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἐπί</lang> <ab>Zd.</ab> <etym>api</etym>; <ab>Germ.</ab> and <ab>Eng.</ab> prefix <etym>be</etym>]	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἐπί</lang> <ab>Zd.</ab> <lang>api</lang>; <ab>Germ.</ab> and <ab>Eng.</ab> prefix <lang>be</lang>	||
Line 40179:	<s>अ/प्सस्</s> ¦	 <lex>n.</lex> ‘the hidden part of the body’, the secret charms (of a wife), <ls>RV.</ls>; <ls>AV.</ls>; <ls>SV.</ls> ([‘breast or <lang n="greek">κόλπος</lang>’ <ls>Gmn.</ls>; ‘cheek’ <ls>BR.</ls>; ‘forehead, face’ <ls>NBD.</ls>]), hidden fault, sin, <ls>MaitrS.</ls>; <ls>Kāṭh.</ls><info lex="n"/>	||	 “the hidden part of the body”, the secret charms (of a wife), <ls>RV.</ls>, <ls>AV.</ls>, <ls>SV.</ls> ([“breast or <lang>κόλπος</lang>”, <ls>Gmn.</ls>; “cheek”, <ls>BR.</ls>; “forehead, face”, <ls>NBD.</ls>]), hidden fault, sin <ls>MaitrS.</ls>, <ls>Kāṭh.</ls>	||
Line 41214:	<s>अभि</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἀμφί</lang>; <ab>Lat.</ab> <etym>ob</etym>; Zend <etym>aibi</etym>, <etym>aiwi</etym>; <ab>Goth.</ab> <etym>bi</etym>; Old High <ab>Germ.</ab> <etym>bī</etym>].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἀμφί</lang>; <ab>Lat.</ab> <lang>ob</lang>; Zend <lang>aibi</lang>, <lang>aiwi</lang>; <ab>Goth.</ab> <lang>bi</lang>; Old High <ab>Germ.</ab> <lang>bī</lang>]).	||
Line 49860:	<s>अभ्र</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ὄμβρος</lang> & <ab>Lat.</ab> <etym>imber</etym>.]	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ὄμβρος</lang> & <ab>Lat.</ab> <lang>imber</lang>.])	||
Line 51308:	<s>अमि/त्र—घात</s> ¦	 <lex>m.</lex> (= <lang n="greek">*᾿αμιτροχάτης</lang>) <ab>N.</ab> of <s1 slp1="bindusAra">Bindusāra</s1> (the son of <s1 slp1="candragupta">Candragupta</s1>). <info lex="m"/>	||	 (= <lang>᾿Αμιτροχάτης</lang>) <ab>N.</ab> of <as0>Bindusāra</as0> (the son of <as0>Candragupta</as0>).	||
Line 53082:	¦	 <ab>du.</ab> (<s>असी</s>) heaven and earth, <ls>Naigh.</ls>[<ab>Gk.</ab> <lang n="greek">ὄμβρος</lang> <s>इम्बेर्</s>].<info lex="inh"/>	||	 [<ab>Gk.</ab> <lang>ὄμβρος</lang>; <lang>imber</lang>].	||
Line 53190:	<s>अम्भृण/</s> ¦	 <lex>mfn.</lex> (<ab>cf.</ab> <s>अ/म्भस्</s>, <lang n="greek">ὄβριμος</lang>, <lang n="greek">ὄμβριμος</lang>), powerful, great [Naigh] <ls>RV. i, great</ls> ([<ls>Naigh.</ls>]), <ls>RV. i, 133, 5</ls> ([‘roaring terribly’ <ls>Sāy.</ls>])<info lex="m:f:n"/>	||	 (<ab>cf.</ab> <s>अम्भस्</s>, <lang>ὄβριμος</lang>, <lang>ὄμβριμος</lang>), powerful, great [Naigh], <ls>RV. i, great</ls> ([<ls>Naigh.</ls>]), <ls>RV. i, 133, 5</ls> ([“roaring terribly”, <ls>Sāy.</ls>])	||
Line 54141:	<s>अया/स्य</s> ¦	 <lex>mfn.</lex> (4) (= <lang n="greek">ἀιζήιος</lang> Windisch; <ab>cf.</ab> <s>अया/स्</s> and <s>अइआ/स्</s> before), agile, dexterous, valiant, <ls>RV.</ls><info lex="m:f:n"/>	||	 (4) (= <lang>ἀιζήιος</lang> Windisch; <ab>cf.</ab> <s>अयास्</s> and <s>ऐ0आस्</s> before), agile, dexterous, valiant, <ls>RV.</ls>	||
Line 54597:	<s>अर—घट्ट</s> ¦	 <lex>m.</lex> a wheel or machine for raising water from a well (<ab>Hind.</ab> <lang script="Arabic" n="Hindustani">ارهٿ</lang>), <ls>Pañcat.</ls><info lex="m"/>	||	 a wheel or machine for raising water from a well (<ab>Hind.</ab> <lang script="Arabic" n="Hindustani">ارهٿ</lang>), <ls>Pañcat.</ls>	||
Line 55125:	¦	 (with <s>पुरु/</s>, or <s>प्रिथु/</s>) enough, sufficiently, <ls>RV. i, 142, 10 and v, 66, 5</ls> with <ab>dat.</ab> <ab>e.g.</ab> (<s>भक्तय</s>) <ab>id.</ab>, <ls>Pāṇ. 8-2, 18</ls>; <ls>Kāś.</ls> ([<ab>cf.</ab> <s>अ/लम्</s> and <ab>Gk.</ab> <lang n="greek">ἄρα</lang>]). <info lex="inh"/>	||	 ([<ab>cf.</ab> <s>अलम्</s> and <ab>Gk.</ab> <lang>ἄρα</lang>]).	||
Line 55667:	<s>अरितृ</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἐρέτης</lang>, <lang n="greek">ἐρετμόν</lang> &c.; <ab>Lat.</ab> <etym>ratis</etym>, <etym>remex</etym>, &c.]	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἐρέτης</lang>, <lang>ἐρετμόν</lang> &c.; <ab>Lat.</ab> <lang>ratis</lang>, <lang>remex</lang>, &c.])	||
Line 59366:	<s>अर्भ</s> ¦	 [<ab>Lat.</ab> <etym>orbus</etym>; <ab>Gk.</ab> <lang n="greek">ὀρφανός</lang>].	||	 [<ab>Lat.</ab> <lang>orbus</lang>; <ab>Gk.</ab> <lang>ὀρφανός</lang>].	||
Line 59747:		<div n="to"/>to honour. <ab>Desid.</ab> <s>अर्जिहिषति</s> ([<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄρχω</lang>]). <info whitneyroots="arh,4"/><info verb="genuineroot" cp="1P,1Ā"/>	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἄρχω</lang>]).	||
Line 61410:	<s>अल्लापदीन</s> ¦	 <lex>m.</lex> = <lang script="Arabic" n="Arabic">العابدينا</lang>, <ab>N.</ab> of a king, <ls>Sāh.</ls> (<ab>v.l.</ab>).<info n="sup"/><info lex="m"/>	||	 = <lang script="Arabic" n="Arabic">العابدينا</lang>, <ab>N.</ab> of a king, <ls>Sāh.</ls> (<ab>v.l.</ab>).	||
Line 61423:	<s>अव्</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἀίω</lang> <ab>Lat.</ab> <etym>aveo</etym>?].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἀίω</lang> <ab>Lat.</ab> <lang>aveo</lang>?]).	||
Line 61477:	<s>अव</s> ¦	 [<ab>Zd.</ab> <ab>pron.</ab> <s>अव</s>; <ab>Slav.</ab> <etym>ovo</etym>; <ab>cf.</ab> also the syllable, <lang n="greek">αὐ</lang> in <lang n="greek">αὐτός</lang>, <lang n="greek">αὖ</lang>, <lang n="greek">αὖθι</lang>, &c.; <ab>Lat.</ab> <etym>au-t</etym>, <s>औतेम्</s>, &c.]	||	 [<ab>Zd.</ab> <ab>pron.</ab> <s>अव</s>; <ab>Slav.</ab> <lang>ovo</lang>; <ab>cf.</ab> also the syllable, <lang>αὐ</lang> in <lang>αὐτός</lang>, <lang>αὖ</lang>, <lang>αὖθι</lang>, &c.; <ab>Lat.</ab> <lang>au-t</lang>, <lang>autem</lang>, &c.]	||
Line 64683:	<s>अवरङ्ग-साह</s> ¦	 = Aurungzeb (a Muhammedan king of the 17th century; <s>साह</s> = the Persian <lang script="Arabic" n="Persian">شاه</lang>). 	||	 = Aurungzeb (a Muhammedan king of the 17th century; <s>साह</s> = the Persian <lang script="Arabic" n="Persian">شاه</lang>).	||
Line 67184:	<s>अवि</s> ¦	 [<ab>cf.</ab> <ab>Lith.</ab> <etym>awi-s</etym>; <ab>Slav.</ab> <etym>ovjza</etym>, <ab>Lat.</ab> <etym>ovi-s</etym>; <ab>Gk.</ab> <lang n="greek">ὄϊ-s</lang>; <ab>Goth.</ab> <etym>avistr</etym>].	||	 ([<ab>cf.</ab> <ab>Lith.</ab> <lang>awi-s</lang>; <ab>Slav.</ab> <lang>ovjza</lang>, <ab>Lat.</ab> <lang>ovi-s</lang>; <ab>Gk.</ab> <lang>ὄϊ-ς</lang>-s; <ab>Goth.</ab> <lang>avistr</lang>]).	||
Line 71161:	¦	 ([? <ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">κάμινος</lang>; <ab>Lat.</ab> <etym>caminus</etym>]), (<ab>v.l.</ab> <s>अश्वन्त</s>.)<info lex="inh"/>	||	 ([? <ab>cf.</ab> <ab>Gk.</ab> <lang>κάμινος</lang>; <ab>Lat.</ab> <lang>caminus</lang>]), (<ab>v.l.</ab> <s>अश्वन्त</s>.)	||
Line 71359:	<s>अश्रु</s> ¦	 [supposed to stand for <s>दश्रु</s> <ab>fr.</ab> √ <s>दंश्</s>: <ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">δάκρυ</lang>; <ab>Lat.</ab> <etym>lacryma</etym> for <s>दच्र्य्म</s>; <ab>Goth.</ab> <etym>tagrs</etym>; <ab>Eng.</ab> <etym>tear</etym>; Mod. <ab>Germ.</ab> <etym>Zähre</etym>].	||	 [supposed to stand for <s>दश्रु</s> <ab>fr.</ab> √<s>दंश्</s>: <ab>cf.</ab> <ab>Gk.</ab> <lang>δάκρυ</lang>; <ab>Lat.</ab> <lang>lacryma</lang> for <s>दच्र्य्म</s>; <ab>Goth.</ab> <lang>tagrs</lang>; <ab>Eng.</ab> <lang>tear</lang>; Mod. <ab>Germ.</ab> <lang>Z<auml/>hre</lang>].	||
Line 71560:	<s>अश्व</s> ¦	 [<ab>Zd.</ab> <etym>aspa</etym>; <ab>Lat.</ab> <etym>equus</etym>; <ab>Gk.</ab> <lang n="greek">ἵππος</lang>, &c.]	||	 [<ab>Zd.</ab> <lang>aspa</lang>; <ab>Lat.</ab> <lang>equus</lang>; <ab>Gk.</ab> <lang>ἵππος</lang>, &c.]	||
